"Name","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"MIN",1619,3454,112.04400694846555,27.156919513607413,50.23161551823972,0.5406340057636888,13.520555877243776,38.94035900405327,0.34721189591078067,0.3479880774962742,17.168500289519397,26.404169079328316,27.90966994788651,31.702374059061956,8.859293572669369,0.4861407249466951,0.5371024734982333,0.7815845824411135,0.4366883116883117,0.5384589593495934,0.5319805194805195,0.5660017600469346,5.153445280833816,5.095541401273885,0.10144092219020173,0.2895193977996526,0.007434944237918215
"DET",1611,3211,107.97259420741202,28.1843662410464,56.08844596698848,0.5024986118822876,12.208034880099657,33.10495172843351,0.36876763875823143,0.3691148775894539,14.979757085020243,29.02522578635939,27.343506695733417,31.85923388352538,4.764870756773591,0.5149171270718232,0.5774473358116481,0.8698979591836735,0.371159217877095,0.5123746680642907,0.5212988826815642,0.5491725015913431,6.104017440049828,5.574587355963875,0.09938922820655191,0.24914356898162565,0.007525870178739417
"MIL",1670,3654,114.86042692939245,29.009304871373836,49.94526546250684,0.5808219178082191,13.136288998357964,36.507936507936506,0.3598200899550225,0.3598200899550225,17.43295019157088,28.07881773399015,29.939792008757525,32.26600985221675,7.142857142857143,0.4839622641509434,0.5224032586558045,0.81875,0.4222855333966445,0.5364021050965495,0.5634694523583412,0.5965763195435093,4.269293924466338,3.557744937055282,0.07123287671232877,0.16420361247947454,0.004497751124437781
"POR",2063,4317,119.48112114894603,30.391475561732683,56.937688209404676,0.5337672904800651,13.574241371322678,33.77345378735233,0.401920438957476,0.40330350997935305,17.975445911512626,25.897614083854528,34.88533703961084,26.824183460736624,13.89854065323141,0.4260670731707317,0.4721283783783784,0.658703071672355,0.37231869254341166,0.5192089267418033,0.5594994892747702,0.5962386812166242,5.930044012045402,4.354876071345842,0.07648494711147275,0.34746351633078526,0.0102880658436214
"TOR",1904,3974,112.22949169602416,26.170105686965275,49.14443885254152,0.5325140809011777,13.89028686462003,36.51233014594867,0.3804272915230875,0.38095238095238093,18.218419728233517,27.528938097634626,24.811273276295925,34.34826371414192,7.322596879718168,0.5259615384615385,0.5581632653061225,0.8242753623188406,0.4262632197414806,0.535608085857101,0.5487661574618097,0.5855523332454522,3.019627579265224,4.604932058379466,0.09370199692780339,0.27679919476597886,0.007580978635423846
"CHA",1624,3207,107.5148113501715,25.475522294979733,53.50795135640786,0.4761072261072261,13.283442469597755,35.983785469285934,0.36915077989601386,0.3697916666666667,16.71343935141877,28.687246647957593,22.263797942001872,32.55378858746492,7.296538821328344,0.5630354957160343,0.6344827586206897,0.8169014084507042,0.4020905923344948,0.5194539762818278,0.5073170731707317,0.5412988650693569,5.737449329591518,5.113813532896788,0.09557109557109557,0.12472715933894606,0.0034662045060658577
"MEM",1720,3655,107.90697674418605,30.533515731874147,58.303693570451436,0.5236977944626936,10.314637482900137,30.533515731874147,0.3378136200716846,0.33902877697841727,15.896032831737346,30.64295485636115,30.42407660738714,27.332421340629274,3.6114911080711356,0.5017921146953405,0.5679513184584178,0.883289124668435,0.34370187865722207,0.5244812017299968,0.5178626424391746,0.5494828068213586,7.113543091655266,5.170998632010944,0.08869075551384327,0.3009575923392613,0.00985663082437276
"WAS",1679,3553,108.86574725584013,29.102167182662537,59.78046721080777,0.4868173258003766,11.004784688995215,30.002814522938362,0.36679174484052535,0.3692162417374882,17.647058823529413,29.55249085280045,28.65184351252463,26.597241767520405,6.4171122994652405,0.5077369439071566,0.5608974358974359,0.8056265984654731,0.3341692789968652,0.5104419025157233,0.5079937304075235,0.5457248018120046,5.516464959189418,5.460174500422179,0.09133709981167608,0.39403321137067265,0.013133208255159476
"CHI",1653,3414,106.79554774458114,27.211482132396018,52.81195079086116,0.5152523571824736,12.097246631517281,35.00292911540715,0.34560669456066945,0.3458961474036851,16.080843585237258,27.240773286467487,27.182190978324545,29.964850615114237,6.3268892794376095,0.5005382131324004,0.5522565320665083,0.8256658595641646,0.39859906604402934,0.5400571071071072,0.5165110073382255,0.5487915407854985,5.0966608084358525,5.62390158172232,0.1064891846921797,0.29291154071470415,0.008368200836820083
"CLE",1688,3448,108.55568445475637,29.90139211136891,58.72969837587007,0.5091358024691358,11.54292343387471,31.496519721577727,0.3664825046040516,0.3674976915974146,14.124129930394432,26.798143851508122,33.0046403712297,29.66937354988399,4.959396751740139,0.4481086323957323,0.49730893433799783,0.8567839195979899,0.3490838958534233,0.5207818679549114,0.5233044037287046,0.5504139562389119,5.916473317865429,6.293503480278423,0.10716049382716049,0.37703016241299303,0.011970534069981584
"DAL",1950,4008,117.14071856287426,26.347305389221557,47.82934131736527,0.5508607198748043,15.269461077844312,42.290419161676645,0.36106194690265486,0.3632047477744807,18.637724550898202,25.29940119760479,27.395209580838323,35.104790419161674,10.703592814371257,0.48011363636363635,0.5320041972717734,0.7663398692810458,0.4692691029900332,0.5241747429841622,0.5465116279069767,0.5808055693684734,5.139720558882235,3.917165668662675,0.08189880020865936,0.5738522954091816,0.013569321533923304
"UTA",1956,3981,114.92087415222306,26.927907560914342,49.45993468977644,0.5444388014220416,14.117056016076363,35.44335594071841,0.3982990786676116,0.40028490028490027,18.713890982165285,26.927907560914342,26.927907560914342,31.72569706103994,10.625470987189148,0.5,0.5414141414141415,0.7491103202846975,0.41745562130177516,0.5171296856465005,0.5665680473372781,0.600633078343445,4.119567947751821,4.16980658126099,0.08430675469781615,0.25119316754584275,0.007087172218284904
"BOS",1898,3906,114.31131592421914,28.776241679467486,55.017921146953405,0.5230339692880409,12.877624167946749,35.12544802867384,0.36661807580174927,0.36930983847283405,18.125960061443934,29.544290834613417,28.008192524321558,28.417818740399387,10.21505376344086,0.5133451957295374,0.5596508244422891,0.73558648111332,0.38966202783300197,0.5202799287749288,0.5335132064754331,0.5704568788501027,4.761904761904762,5.1203277009728625,0.09306654257794322,0.2304147465437788,0.006559766763848397
"NYK",1623,3298,107.97453001819284,32.53486961795027,65.16070345664039,0.4993020009306654,8.884172225591268,26.318981200727713,0.33755760368663595,0.33912037037037035,16.252274105518495,29.6543359611886,35.41540327471195,23.01394784718011,3.638568829593693,0.45573159366262816,0.509375,0.863481228668942,0.2877030162412993,0.5220264110225764,0.5013258203513424,0.529587567244471,6.852637962401455,5.427531837477259,0.0832945556072592,0.09096422073984232,0.0034562211981566822
"ATL",1589,3385,109.77843426883308,28.212703101920237,53.26440177252585,0.5296727676095396,11.875923190546528,34.8301329394387,0.34096692111959287,0.34183673469387754,17.725258493353028,30.66469719350074,25.760709010339735,25.70162481536189,9.926144756277695,0.543455497382199,0.5986159169550173,0.7213930348258707,0.3953722334004024,0.532821515356058,0.5224681421864521,0.5600786924939467,5.199409158050222,5.731166912850813,0.10759844703272324,0.5022156573116692,0.01441899915182358
"GSW",1632,3386,106.20200826934436,29.444772593030123,57.20614294152392,0.514713474445018,10.307147076196102,30.89190785587714,0.33365200764818354,0.33493282149712095,16.391021854695808,36.85764914353219,22.031896042528057,26.668635558180743,4.252805670407561,0.6258776328986961,0.6724137931034483,0.8624641833810889,0.35065370432450554,0.5094110812625922,0.5097217566208515,0.54448507007922,4.075605434140579,4.430005906674542,0.07743933918430562,0.3544004725339634,0.011472275334608031
"HOU",1990,4229,114.37692125798061,25.112319697327973,45.42445022463939,0.5528370640291514,14.849846299361552,42.397729959801374,0.35025097601784716,0.35083798882681566,19.602742965240008,23.315204540080398,26.90943485457555,30.29084890044928,14.258689997635376,0.4642184557438795,0.5010162601626016,0.6799363057324841,0.48276790522347873,0.5469471960097061,0.5395799676898223,0.5801011804384486,3.6888153227713407,4.421849136911799,0.09734513274336283,0.3783400331047529,0.008923591745677636
"DEN",1919,3822,114.67817896389325,32.73155416012559,59.523809523809526,0.5498901098901099,10.884353741496598,31.240188383045528,0.34840871021775544,0.34991568296795955,16.562009419152275,36.47305075876505,28.990057561486132,27.70800627943485,4.945054945054945,0.5571542765787371,0.6087336244541485,0.8485576923076923,0.34419140962813494,0.5095521248915872,0.5405015854713174,0.5724029380902413,5.54683411826269,4.003139717425432,0.06725274725274726,0.10465724751439037,0.0033500837520938024
"PHX",1942,4092,114.56500488758553,30.76735092864125,56.427174975562075,0.545257687310524,11.045943304007821,31.207233626588465,0.35395458104933436,0.35478806907378335,19.892473118279568,36.31476050830889,25.219941348973606,29.765395894428153,3.372434017595308,0.5901509134233519,0.6355859709153122,0.8982300884955752,0.35610708310094813,0.5333073163920692,0.5401561628555493,0.5836459114778695,4.39882697947214,5.303030303030303,0.09398007795582504,0.3176930596285435,0.010180109631949883
"LAL",1614,3408,112.52934272300469,31.48474178403756,56.602112676056336,0.5562467599792639,11.179577464788732,31.161971830985916,0.3587570621468927,0.36045411542100286,16.02112676056338,34.917840375586856,28.051643192488264,27.552816901408452,5.985915492957746,0.554520037278658,0.6134020618556701,0.821522309711286,0.3550651955867603,0.526053486423064,0.5498161150117018,0.5782621858916137,6.044600938967136,3.3450704225352115,0.05909797822706065,0.20539906103286384,0.006591337099811676
"BKN",1858,3879,114.48827017272492,28.48672338231503,52.51353441608662,0.5424644084437898,13.45707656612529,37.7159061613818,0.3568010936431989,0.35802469135802467,17.143593709719,29.079659706109823,27.893787058520235,32.01856148491879,8.352668213457077,0.5104072398190045,0.5481049562682215,0.7931034482758621,0.418,0.5348632159221078,0.5394285714285715,0.5693158436213992,3.9185357050786287,4.872389791183295,0.09278350515463918,0.28357824181490077,0.007518796992481203
"IND",1932,3908,110.77277379733879,32.98362333674514,62.077789150460596,0.5313272877164056,9.646878198567041,26.867963152507677,0.35904761904761906,0.3600764087870105,15.86489252814739,34.28863868986694,31.678607983623337,23.336745138178095,5.60388945752303,0.5197827773467805,0.5682782018659881,0.8063660477453581,0.3020713463751438,0.511459841498559,0.5335155350978136,0.5652857891976927,5.629477993858751,4.1965199590583415,0.06760098928276999,0.23029682702149437,0.008571428571428572
"PHI",1979,4077,111.57714005396124,30.414520480745647,56.6102526367427,0.537261698440208,11.479028697571744,31.567328918322296,0.36363636363636365,0.3644859813084112,16.311012999754723,31.98430218297768,28.844738778513612,32.450331125827816,1.9867549668874172,0.5258064516129032,0.5679442508710801,0.9423076923076923,0.3579972183588317,0.5138159938752784,0.5401947148817803,0.5675675675675675,4.5131223939170955,3.679175864606328,0.06499133448873484,0.17169487368162864,0.005439005439005439
"LAC",1666,3440,115.05813953488372,28.75,56.19186046511628,0.5116399379203311,12.819767441860465,33.80813953488372,0.3791917454858126,0.38017241379310346,19.098837209302324,26.91860465116279,30.58139534883721,30.523255813953487,7.936046511627907,0.46814964610717896,0.512735326688815,0.7936507936507936,0.37564599483204136,0.5189720174587779,0.5331072351421189,0.5710762982303452,5,3.7209302325581395,0.06621831350232799,0.20348837209302326,0.0060189165950128975
"SAS",1756,3605,111.73370319001387,31.31761442441054,61.414701803051315,0.509936766034327,10.540915395284328,27.267683772538142,0.38657171922685657,0.3881511746680286,17.475728155339805,29.84743411927878,32.787794729542306,29.875173370319,1.7475728155339805,0.4765279007971656,0.5032740879326474,0.9447368421052632,0.3074757585236159,0.5021777725563911,0.5314357209884266,0.569968776610843,3.3287101248266295,4.049930651872399,0.06594399277326106,0.22191400832177532,0.008138351983723296
"SAC",1907,3925,112.89171974522293,29.019108280254777,54.445859872611464,0.5329901731399158,13.299363057324841,35.15923566878981,0.3782608695652174,0.37963636363636366,14.955414012738853,26.24203821656051,31.796178343949045,32.94267515923567,6.955414012738854,0.45215100965759436,0.4975845410628019,0.8256704980842912,0.39237986920671025,0.5122618267312623,0.5464884845038385,0.5743436443982324,5.2993630573248405,3.770700636942675,0.06925596630790828,0.3057324840764331,0.008695652173913044
"NOP",1899,4090,112.02933985330074,28.60635696821516,54.37652811735941,0.5260791366906474,13.080684596577017,35.03667481662592,0.37334263782274946,0.37386443046820406,15.574572127139364,29.290953545232274,27.921760391198045,33.960880195599024,5.28117359413203,0.5119658119658119,0.5598130841121496,0.8654205607476636,0.3918512441892261,0.5329686918445539,0.5393765381460214,0.5693994517817095,4.88997555012225,4.71882640586797,0.08678057553956835,0.1466992665036675,0.00418702023726448
"MIA",1772,3567,114.63414634146342,27.72638071208298,52.34090271937202,0.5297268344938404,13.400616764788337,34.59489767311466,0.3873581847649919,0.3889340927583401,18.979534622932437,31.67928231006448,23.773479114101487,35.32380151387721,4.878048780487805,0.5712841253791708,0.5997876857749469,0.8786610878661087,0.3979361496291519,0.5201897187196896,0.5501451144792002,0.5868125539879067,2.6352677319876645,4.4855620970002805,0.0856989823245849,0.224278104850014,0.006482982171799027
"ORL",1910,3900,111.07692307692308,30.666666666666668,58.8974358974359,0.520679146713104,11.333333333333334,31.53846153846154,0.359349593495935,0.361998361998362,15.743589743589743,32.205128205128204,29.128205128205128,30.307692307692307,3.6923076923076925,0.5250836120401338,0.5652565256525652,0.8914027149321267,0.3487383045080805,0.5123554150085277,0.5270768358378225,0.5575483870967742,4.358974358974359,4.435897435897436,0.07531562908141054,0.358974358974359,0.011382113821138212
