"Name","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"MIN",1172,2541,107.39866194411648,29.47658402203857,55.56867375049193,0.5304532577903682,9.838646202282566,29.437229437229437,0.3342245989304813,0.33692722371967654,18.929555293191658,28.650137741046834,30.303030303030305,24.203069657615114,5.312868949232586,0.48598130841121495,0.5360824742268041,0.82,0.34629629629629627,0.5217256857275686,0.5203703703703704,0.5578817733990148,5.509641873278237,4.643841007477371,0.08356940509915015,0.6296733569460842,0.0213903743315508
"HOU",902,1962,110.70336391437309,28.49133537206932,52.90519877675841,0.5385356454720617,11.060142711518859,34.04689092762487,0.3248502994011976,0.3273001508295626,20.54026503567788,27.726809378185525,29.25586136595311,26.146788990825687,7.033639143730887,0.4865831842576029,0.5354330708661418,0.7880184331797235,0.39155920281359907,0.5195446176470587,0.518464243845252,0.5600103466114847,5.198776758409786,3.8226299694189603,0.07225433526011561,0.3567787971457696,0.010479041916167664
"BOS",1241,2579,105.93253198914307,27.53005040713455,52.81116711903839,0.5212922173274597,10.236525785188057,34.1993020550601,0.29931972789115646,0.3022988505747126,20.16285381930981,26.28925940286933,28.77084141139977,24.777045366421092,5.9325319891430786,0.47746478873239434,0.522342064714946,0.8068181818181818,0.393048128342246,0.5050126457399103,0.4928698752228164,0.5382794001578532,4.730515703761148,4.963164017060876,0.09397944199706314,0.34897246994959286,0.01020408163265306
"DAL",1320,2758,111.85641769398114,30.02175489485134,56.4902102973169,0.5314505776636713,11.820159535895577,33.50253807106599,0.3528138528138528,0.3548034934497817,16.352429296591733,30.96446700507614,29.07904278462654,28.281363306744016,7.179115300942712,0.5157004830917874,0.5640686922060766,0.7975460122699386,0.3722804190169218,0.5161783346806791,0.5306204673650282,0.5600655260283947,5.148658448150834,4.713560551124003,0.0834403080872914,0.0725163161711385,0.0021645021645021645
"NOP",1280,2751,113.23155216284987,29.516539440203562,55.68884042166485,0.5300261096605744,11.48673209741912,32.788077062886224,0.35033259423503327,0.35585585585585583,19.738276990185387,29.298436932024718,29.734641948382407,27.153762268266085,7.306434023991276,0.4963054187192118,0.543859649122807,0.7879746835443038,0.3705834018077239,0.523194129805705,0.5283483976992605,0.5693323550990462,5.161759360232643,4.289349327517266,0.07702349869451697,0.10905125408942203,0.0033259423503325942
"MIL",1466,3177,106.10638967579477,24.67736858671703,52.31350330500472,0.4717208182912154,13.157066414856784,38.02329241422726,0.34602649006622516,0.3509655751469353,17.28045325779037,23.733081523449794,25.621655649984262,32.95561850802644,6.515580736543909,0.48086734693877553,0.5309859154929577,0.8349282296650717,0.42090592334494775,0.5092977719298246,0.49163763066202093,0.5286523929471033,4.658482845451684,4.375196726471514,0.08363417569193743,0.5036197670758578,0.013245033112582781
"CHA",1085,2190,107.3972602739726,28.401826484018265,52.19178082191781,0.5441819772528433,12.191780821917808,37.26027397260274,0.3272058823529412,0.3316708229426434,14.018264840182649,30.136986301369863,26.666666666666668,31.36986301369863,5.205479452054795,0.5305466237942122,0.5789473684210527,0.8576779026217228,0.4165390505359878,0.522802290272774,0.5219499744767738,0.5496952648851383,4.748858447488584,3.9269406392694064,0.0752405949256343,0.365296803652968,0.00980392156862745
"ORL",1346,2733,107.46432491767288,27.47896084888401,53.9699963410172,0.5091525423728813,11.781924624954263,34.90669593852909,0.33752620545073375,0.339662447257384,17.16062934504208,27.442371020856204,27.51555067691182,30.296377607025246,5.049396267837541,0.4993342210386152,0.5426917510853835,0.8571428571428571,0.392754219843557,0.51516131763734,0.5080279950596953,0.5436965414652287,4.390779363336993,6.6227588730332965,0.12271186440677966,0.4756677643615075,0.013626834381551363
"GSW",1220,2544,112.7751572327044,28.02672955974843,52.948113207547166,0.5293244246473645,13.404088050314465,34.5125786163522,0.38838268792710706,0.3933102652825836,16.50943396226415,27.51572327044025,28.537735849056602,33.37264150943396,6.839622641509434,0.4908835904628331,0.5351681957186545,0.8299120234604106,0.3946067415730337,0.5118470840867992,0.5503370786516854,0.5845272206303725,4.638364779874214,3.891509433962264,0.07349665924276169,0.2751572327044025,0.007972665148063782
"BKN",1352,2870,107.10801393728222,25.749128919860627,54.45993031358885,0.472808701215611,12.682926829268293,36.34146341463415,0.348993288590604,0.35135135135135137,17.5609756097561,23.62369337979094,27.874564459930312,30.209059233449477,7.839721254355401,0.4587280108254398,0.5167682926829268,0.7939560439560439,0.4002302379125096,0.5063754524451289,0.4930928626247122,0.5294015911449326,5.7839721254355405,3.6933797909407664,0.06781829814459372,0.313588850174216,0.00862895493767977
